File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001ONR	fastq	reads	ENCSR000CNN	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line	unknown	unknown	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	2	36	single-ended				595111529	John Stamatoyannopoulos, UW	a2fe176d443d99c0f5106b7be89870cc	https://www.encodeproject.org/files/ENCFF001ONR/@@download/ENCFF001ONR.fastq.gz		HiSeq 2000
ENCFF001OMZ	fastq	reads	ENCSR000CNN	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line	unknown	unknown	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	2	36	single-ended				598845606	John Stamatoyannopoulos, UW	a39e562454ec30807254cee3de796fe7	https://www.encodeproject.org/files/ENCFF001OMZ/@@download/ENCFF001OMZ.fastq.gz		HiSeq 2000
ENCFF001ONB	fastq	reads	ENCSR000CNN	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line	unknown	unknown	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	2	36	single-ended				610580599	John Stamatoyannopoulos, UW	cbca2558ac8c935722d8e1affe98603f	https://www.encodeproject.org/files/ENCFF001ONB/@@download/ENCFF001ONB.fastq.gz		HiSeq 2000
ENCFF001ONH	fastq	reads	ENCSR000CNN	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line	unknown	unknown	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	2	36	single-ended				555072088	John Stamatoyannopoulos, UW	7425f5a143bbbc60e7b5e8245159c353	https://www.encodeproject.org/files/ENCFF001ONH/@@download/ENCFF001ONH.fastq.gz		HiSeq 2000
ENCFF001OOA	fastq	reads	ENCSR000CNN	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line	unknown	unknown	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	2	36	single-ended				128932005	John Stamatoyannopoulos, UW	0b9bbdfea89fd70415f56658e1412bc0	https://www.encodeproject.org/files/ENCFF001OOA/@@download/ENCFF001OOA.fastq.gz		HiSeq 2000
ENCFF001OKQ	bigBed broadPeak	hotspots	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1					ENCFF001YLE	4589835	John Stamatoyannopoulos, UW	3ca7b6a860318c7c9b846a534497d4da	https://www.encodeproject.org/files/ENCFF001OKQ/@@download/ENCFF001OKQ.bigBed	mm9	
ENCFF001OKR	bigBed narrowPeak	peaks	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1					ENCFF001YLF	3461008	John Stamatoyannopoulos, UW	b8dc4159a71f4a9e62f03a11f986bc97	https://www.encodeproject.org/files/ENCFF001OKR/@@download/ENCFF001OKR.bigBed	mm9	
ENCFF001OLD	bigWig	raw signal	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						298909976	John Stamatoyannopoulos, UW	99c67b937e093097621012256dc389ac	https://www.encodeproject.org/files/ENCFF001OLD/@@download/ENCFF001OLD.bigWig	mm9	
ENCFF001OLE	bigWig	signal	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						416391392	John Stamatoyannopoulos, UW	706369ca4455dbd4b96e9376904e2227	https://www.encodeproject.org/files/ENCFF001OLE/@@download/ENCFF001OLE.bigWig	mm9	
ENCFF001OMS	bam	alignments	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						9190427563	John Stamatoyannopoulos, UW	5d9bbc1b3540f9439751b68def24ab70	https://www.encodeproject.org/files/ENCFF001OMS/@@download/ENCFF001OMS.bam	mm9	
ENCFF001PSX	bam	alignments	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						1325995763	John Stamatoyannopoulos, UW	77f7e6b7b7d5172c36c0bfda79edd587	https://www.encodeproject.org/files/ENCFF001PSX/@@download/ENCFF001PSX.bam	mm9	
ENCFF001PSY	bigBed broadPeak	hotspots	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1					ENCFF001YRM	5763454	John Stamatoyannopoulos, UW	099861720c036a79fc231e2d4dc6bd25	https://www.encodeproject.org/files/ENCFF001PSY/@@download/ENCFF001PSY.bigBed	mm9	
ENCFF001PSZ	bigBed narrowPeak	peaks	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1					ENCFF001YRN	2196924	John Stamatoyannopoulos, UW	6914f6226b3d6a071d16be8243bcdbc4	https://www.encodeproject.org/files/ENCFF001PSZ/@@download/ENCFF001PSZ.bigBed	mm9	
ENCFF001PTA	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				618996495	John Stamatoyannopoulos, UW	b63606c69dfbd2f9e6f1e1d1a7aff120	https://www.encodeproject.org/files/ENCFF001PTA/@@download/ENCFF001PTA.fastq.gz		HiSeq 2000
ENCFF001PTI	bigWig	signal	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						175689535	John Stamatoyannopoulos, UW	0af191d55afde2210c79ad7c6207504d	https://www.encodeproject.org/files/ENCFF001PTI/@@download/ENCFF001PTI.bigWig	mm9	
ENCFF001YLE	bed broadPeak	hotspots	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						2476691	John Stamatoyannopoulos, UW	4faae13d679c95c21e95cd443d00b415	https://www.encodeproject.org/files/ENCFF001YLE/@@download/ENCFF001YLE.bed.gz	mm9	
ENCFF001YLF	bed narrowPeak	peaks	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						2067352	John Stamatoyannopoulos, UW	649cf7a7855bf362b9b4cf1611914640	https://www.encodeproject.org/files/ENCFF001YLF/@@download/ENCFF001YLF.bed.gz	mm9	
ENCFF001YRM	bed broadPeak	hotspots	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						4004857	John Stamatoyannopoulos, UW	2348fa11f9f5f8c1360fb061e2b395b5	https://www.encodeproject.org/files/ENCFF001YRM/@@download/ENCFF001YRM.bed.gz	mm9	
ENCFF001YRN	bed narrowPeak	peaks	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1						1261555	John Stamatoyannopoulos, UW	a587fdc0440043cea689062a46ec4ad8	https://www.encodeproject.org/files/ENCFF001YRN/@@download/ENCFF001YRN.bed.gz	mm9	
ENCFF001PTC	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				143183990	John Stamatoyannopoulos, UW	5fae451f500e8594926a8ca4cf754336	https://www.encodeproject.org/files/ENCFF001PTC/@@download/ENCFF001PTC.fastq.gz		HiSeq 2000
ENCFF001PTH	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				74132824	John Stamatoyannopoulos, UW	df8a64e164259bc0cf659c5587e96b04	https://www.encodeproject.org/files/ENCFF001PTH/@@download/ENCFF001PTH.fastq.gz		HiSeq 2000
ENCFF001PTE	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				150935931	John Stamatoyannopoulos, UW	b1e48d54089a26b250508a0ca18bc214	https://www.encodeproject.org/files/ENCFF001PTE/@@download/ENCFF001PTE.fastq.gz		HiSeq 2000
ENCFF001PTF	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				150829129	John Stamatoyannopoulos, UW	fc57f760a875e77b9dd733d7e660d990	https://www.encodeproject.org/files/ENCFF001PTF/@@download/ENCFF001PTF.fastq.gz		HiSeq 2000
ENCFF001PTG	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				150928914	John Stamatoyannopoulos, UW	2a58dad57680fceddc9f4dbf6296634a	https://www.encodeproject.org/files/ENCFF001PTG/@@download/ENCFF001PTG.fastq.gz		HiSeq 2000
ENCFF001PTB	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				609945432	John Stamatoyannopoulos, UW	14899c6942b1ea0c8746cc37a757d8a6	https://www.encodeproject.org/files/ENCFF001PTB/@@download/ENCFF001PTB.fastq.gz		HiSeq 2000
ENCFF001PTD	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		14.5 day	1	1	36	single-ended				151479998	John Stamatoyannopoulos, UW	e3ab134357939ea38b6e87bc044bfb9f	https://www.encodeproject.org/files/ENCFF001PTD/@@download/ENCFF001PTD.fastq.gz		HiSeq 2000
ENCFF001OLA	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1320410200	John Stamatoyannopoulos, UW	c217b233ce57c5917f3b1640c24278ea	https://www.encodeproject.org/files/ENCFF001OLA/@@download/ENCFF001OLA.fastq.gz		Illumina Genome Analyzer I
ENCFF001OKU	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				916558038	John Stamatoyannopoulos, UW	55a05b6104c78e845eb3c742a9b3199f	https://www.encodeproject.org/files/ENCFF001OKU/@@download/ENCFF001OKU.fastq.gz		Illumina Genome Analyzer I
ENCFF001OKW	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1096852515	John Stamatoyannopoulos, UW	180007e9e24671a455f12a4d5e18f3e9	https://www.encodeproject.org/files/ENCFF001OKW/@@download/ENCFF001OKW.fastq.gz		Illumina Genome Analyzer I
ENCFF001OKX	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1112812674	John Stamatoyannopoulos, UW	8d28928314ea488cd4a496855f205091	https://www.encodeproject.org/files/ENCFF001OKX/@@download/ENCFF001OKX.fastq.gz		Illumina Genome Analyzer I
ENCFF001OKY	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1131922546	John Stamatoyannopoulos, UW	6a0e3ec433d4f652ea8cfb375be8b3e3	https://www.encodeproject.org/files/ENCFF001OKY/@@download/ENCFF001OKY.fastq.gz		Illumina Genome Analyzer I
ENCFF001OLB	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1358460156	John Stamatoyannopoulos, UW	9940b2cdfef6dfa3bc20199c5b67e1bc	https://www.encodeproject.org/files/ENCFF001OLB/@@download/ENCFF001OLB.fastq.gz		Illumina Genome Analyzer I
ENCFF001OKZ	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1146940215	John Stamatoyannopoulos, UW	cfc84208a5af7189bb3a7404cf48524c	https://www.encodeproject.org/files/ENCFF001OKZ/@@download/ENCFF001OKZ.fastq.gz		Illumina Genome Analyzer I
ENCFF001OKT	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				824524737	John Stamatoyannopoulos, UW	e1e4699a304dbd6ccf72476cda577172	https://www.encodeproject.org/files/ENCFF001OKT/@@download/ENCFF001OKT.fastq.gz		Illumina Genome Analyzer I
ENCFF001OKV	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1047834248	John Stamatoyannopoulos, UW	e1359aec230f52c4b739312ae0a3f993	https://www.encodeproject.org/files/ENCFF001OKV/@@download/ENCFF001OKV.fastq.gz		Illumina Genome Analyzer I
ENCFF001OLC	fastq	reads	ENCSR000CNL	DNase-seq	UBERON:0002107	liver	tissue	adult, embryonic	male	Mus musculus							DNA		see document	see document		2012-09-07	ENCODE		see document		8 week	2	2	36	single-ended				1345273261	John Stamatoyannopoulos, UW	f2227d7764b7292cc48b760f7f00310f	https://www.encodeproject.org/files/ENCFF001OLC/@@download/ENCFF001OLC.fastq.gz		Illumina Genome Analyzer I
ENCFF001POQ	bigBed broadPeak	hotspots	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1					ENCFF001YQE	6044715	John Stamatoyannopoulos, UW	130df643b86e42c226d55c938a66a2a5	https://www.encodeproject.org/files/ENCFF001POQ/@@download/ENCFF001POQ.bigBed	mm9	
ENCFF001POR	bigBed broadPeak	hotspots	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1					ENCFF001YQF	5300815	John Stamatoyannopoulos, UW	dcfec20c4be71c217e11fab975386415	https://www.encodeproject.org/files/ENCFF001POR/@@download/ENCFF001POR.bigBed	mm9	
ENCFF001POS	bigBed narrowPeak	peaks	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1					ENCFF001YQG	2221155	John Stamatoyannopoulos, UW	c3cdee70eb890ad4457ccb6a8739213b	https://www.encodeproject.org/files/ENCFF001POS/@@download/ENCFF001POS.bigBed	mm9	
ENCFF001POT	bigBed narrowPeak	peaks	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1					ENCFF001YQH	2189144	John Stamatoyannopoulos, UW	733a622ae4587d8b5d38f53cb493a78c	https://www.encodeproject.org/files/ENCFF001POT/@@download/ENCFF001POT.bigBed	mm9	
ENCFF001POU	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				614426230	John Stamatoyannopoulos, UW	e9f020b3576c81447044e8ac4f6387f9	https://www.encodeproject.org/files/ENCFF001POU/@@download/ENCFF001POU.fastq.gz		HiSeq 2000
ENCFF001POX	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1						1453488210	John Stamatoyannopoulos, UW	a86a6b45629631024d2bc134c4fd9500	https://www.encodeproject.org/files/ENCFF001POX/@@download/ENCFF001POX.bam	mm9	
ENCFF001PPD	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1	36	single-ended				649374042	John Stamatoyannopoulos, UW	e435dcb214a54a1e142fca9958a6d7bc	https://www.encodeproject.org/files/ENCFF001PPD/@@download/ENCFF001PPD.fastq.gz		HiSeq 2000
ENCFF001PPI	bigWig	signal	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1						193016967	John Stamatoyannopoulos, UW	ed227da96c403c5affa6ff4da31cf21c	https://www.encodeproject.org/files/ENCFF001PPI/@@download/ENCFF001PPI.bigWig	mm9	
ENCFF001PPJ	bigWig	signal	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1						182718088	John Stamatoyannopoulos, UW	6630e8939a493ccc8f3f29bdbabdeee9	https://www.encodeproject.org/files/ENCFF001PPJ/@@download/ENCFF001PPJ.bigWig	mm9	
ENCFF001PPK	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1						1398961734	John Stamatoyannopoulos, UW	9e9e6115f2b6a07e3834c94e609c92ab	https://www.encodeproject.org/files/ENCFF001PPK/@@download/ENCFF001PPK.bam	mm9	
ENCFF001YQE	bed broadPeak	hotspots	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1						4230727	John Stamatoyannopoulos, UW	b3bcafe3c4f5f825e0162a9dbf657ed5	https://www.encodeproject.org/files/ENCFF001YQE/@@download/ENCFF001YQE.bed.gz	mm9	
ENCFF001YQF	bed broadPeak	hotspots	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1						3703455	John Stamatoyannopoulos, UW	eaf0d9240ae7390d4bcfbdb74a249146	https://www.encodeproject.org/files/ENCFF001YQF/@@download/ENCFF001YQF.bed.gz	mm9	
ENCFF001YQG	bed narrowPeak	peaks	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1						1272822	John Stamatoyannopoulos, UW	49247ef89dee77d18346a23e85f905bc	https://www.encodeproject.org/files/ENCFF001YQG/@@download/ENCFF001YQG.bed.gz	mm9	
ENCFF001YQH	bed narrowPeak	peaks	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1						1263949	John Stamatoyannopoulos, UW	a2fdff5359f1722baf337e083fc80529	https://www.encodeproject.org/files/ENCFF001YQH/@@download/ENCFF001YQH.bed.gz	mm9	
ENCFF001PPH	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1	36	single-ended				514795083	John Stamatoyannopoulos, UW	5baf13779cc26d5aabcdd9fdc06cdfcf	https://www.encodeproject.org/files/ENCFF001PPH/@@download/ENCFF001PPH.fastq.gz		HiSeq 2000
ENCFF001PPC	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				54687452	John Stamatoyannopoulos, UW	42cf72b45a3b67f2eb0c120edf97b4c8	https://www.encodeproject.org/files/ENCFF001PPC/@@download/ENCFF001PPC.fastq.gz		HiSeq 2000
ENCFF001PPG	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1	36	single-ended				615673738	John Stamatoyannopoulos, UW	d2fa134832d76492d8db7f24adb53fa7	https://www.encodeproject.org/files/ENCFF001PPG/@@download/ENCFF001PPG.fastq.gz		HiSeq 2000
ENCFF001POY	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				153273103	John Stamatoyannopoulos, UW	77d656ab6833851840a2a9d8d1f2fee1	https://www.encodeproject.org/files/ENCFF001POY/@@download/ENCFF001POY.fastq.gz		HiSeq 2000
ENCFF001PPA	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				152379946	John Stamatoyannopoulos, UW	f45c76879a09fee8d35bf056a30850bf	https://www.encodeproject.org/files/ENCFF001PPA/@@download/ENCFF001PPA.fastq.gz		HiSeq 2000
ENCFF001POV	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				611970910	John Stamatoyannopoulos, UW	d45289351d11140ff55ee86ee682a6dd	https://www.encodeproject.org/files/ENCFF001POV/@@download/ENCFF001POV.fastq.gz		HiSeq 2000
ENCFF001POW	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				165434382	John Stamatoyannopoulos, UW	7b410390f115a05e4eded869d46aecb4	https://www.encodeproject.org/files/ENCFF001POW/@@download/ENCFF001POW.fastq.gz		HiSeq 2000
ENCFF001POZ	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				152599873	John Stamatoyannopoulos, UW	03e38de8d123d83f2aaf14615a600c9f	https://www.encodeproject.org/files/ENCFF001POZ/@@download/ENCFF001POZ.fastq.gz		HiSeq 2000
ENCFF001PPB	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	1	1	36	single-ended				152593138	John Stamatoyannopoulos, UW	73727475d77b69e2ea2ccc50a2c55e7f	https://www.encodeproject.org/files/ENCFF001PPB/@@download/ENCFF001PPB.fastq.gz		HiSeq 2000
ENCFF001PPF	fastq	reads	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2013-05-20	ENCODE		see document		14.5 day	2	1	36	single-ended				309381950	John Stamatoyannopoulos, UW	4e066da732713376697218bb9a09e87c	https://www.encodeproject.org/files/ENCFF001PPF/@@download/ENCFF001PPF.fastq.gz		HiSeq 2000
ENCFF001PSO	bam	alignments	ENCSR000CNJ	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2012-11-15	ENCODE		see document		14.5 day	1	1						1882560971	John Stamatoyannopoulos, UW	e0cf554c4e28b665e58cfa308f2d6d95	https://www.encodeproject.org/files/ENCFF001PSO/@@download/ENCFF001PSO.bam	mm9	
ENCFF001PSP	bigBed broadPeak	hotspots	ENCSR000CNJ	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2012-11-15	ENCODE		see document		14.5 day	1	1					ENCFF001YRK	5720195	John Stamatoyannopoulos, UW	790667f9c9788c3838485ee9ab225254	https://www.encodeproject.org/files/ENCFF001PSP/@@download/ENCFF001PSP.bigBed	mm9	
ENCFF001PSQ	bigBed narrowPeak	peaks	ENCSR000CNJ	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2012-11-15	ENCODE		see document		14.5 day	1	1					ENCFF001YRL	2358561	John Stamatoyannopoulos, UW	b8e5bfa8f4883a26d6756ad15cb1514f	https://www.encodeproject.org/files/ENCFF001PSQ/@@download/ENCFF001PSQ.bigBed	mm9	
ENCFF001PSR	fastq	reads	ENCSR000CNJ	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2012-11-15	ENCODE		see document		14.5 day	1	1	36	single-ended				611691297	John Stamatoyannopoulos, UW	1a040384ce48934329a9c264ca79f736	https://www.encodeproject.org/files/ENCFF001PSR/@@download/ENCFF001PSR.fastq.gz		HiSeq 2000
ENCFF001PSW	bigWig	signal	ENCSR000CNJ	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2012-11-15	ENCODE		see document		14.5 day	1	1						218817434	John Stamatoyannopoulos, UW	869e3f828824c54a2a8a11d0d1e7a7ce	https://www.encodeproject.org/files/ENCFF001PSW/@@download/ENCFF001PSW.bigWig	mm9	
ENCFF001YRK	bed broadPeak	hotspots	ENCSR000CNJ	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2012-11-15	ENCODE		see document		14.5 day	1	1						3026544	John Stamatoyannopoulos, UW	f8dd041f7ff671fe712111105b9b5559	https://www.encodeproject.org/files/ENCFF001YRK/@@download/ENCFF001YRK.bed.gz	mm9	
ENCFF001YRL	bed narrowPeak	peaks	ENCSR000CNJ	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	Mus musculus							DNA		see document	see document		2012-11-15	ENCODE		see document		14.5 day	1	1						1375072	John Stamatoyannopoulos, UW	e0affce45fc38079f5b626e1b609e4bf	https://www.encodeproject.org/files/ENCFF001YRL/@@download/ENCFF001YRL.bed.gz	mm9	
