File accession	Output type	Biosample term name	Biosample term id	Experiment target	Biosample sex	Assembly	File download URL	md5sum	Paired with	Technical replicate	Biological replicate(s)
ENCFF000ODS	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODS/@@download/ENCFF000ODS.bigWig	d6bffbf9981723a929852397f1b601eb	NA	1	3
ENCFF000ODT	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODT/@@download/ENCFF000ODT.bigWig	c6a739e31ae24579e7cc193219cf18ed	NA	1	4
ENCFF000POW	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POW/@@download/ENCFF000POW.bigWig	4a4bdba5de514b1e68fec681f9d63bd5	NA	1	1
ENCFF000POX	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POX/@@download/ENCFF000POX.bigWig	c3ff334eaa3ec82d052a705e75300aa7	NA	1	2
ENCFF000POZ	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POZ/@@download/ENCFF000POZ.bigWig	1a8f38c80f19c3aadd245d9979c79dee	NA	1	3
ENCFF000PYA	raw signal	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF000PYA/@@download/ENCFF000PYA.bigWig	64972e0aa9b844e1fe02ee6bf01e5841	NA	1	1
ENCFF000PYB	raw signal	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF000PYB/@@download/ENCFF000PYB.bigWig	f37b17ce52368968d27284ae5b62a8fb	NA	1	2
ENCFF001UJL	peaks	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF001UJL/@@download/ENCFF001UJL.bed.gz	d48bb62e6f61c79a64d8a4a277d0873a	NA	1	1
ENCFF001UJM	peaks	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF001UJM/@@download/ENCFF001UJM.bed.gz	192c6cd042b8dc7ecafa5dcaca4aea57	NA	1	2
ENCFF000VWN	signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000VWN/@@download/ENCFF000VWN.bigWig	51a897284454a8d4e9b95d8e09a4cea0	NA	NA	NA
ENCFF000WCA	signal	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000WCA/@@download/ENCFF000WCA.bigWig	3cbbea1a057b67488089a73e8a7fd3ca	NA	NA	NA
ENCFF001VFB	peaks	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001VFB/@@download/ENCFF001VFB.bed.gz	baa946e99406eabeb4f24296985983bf	NA	NA	NA
ENCFF000POK	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POK/@@download/ENCFF000POK.bigWig	2fb2cab4348640fd5e9fd3bb11768f14	NA	1	1
ENCFF000POL	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POL/@@download/ENCFF000POL.bigWig	6e17025ad8a0eb1dd5ee1e710579e534	NA	1	2
ENCFF000POP	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POP/@@download/ENCFF000POP.bigWig	2c98382ee875a45626f7d2a7647952b0	NA	1	1
ENCFF000POR	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POR/@@download/ENCFF000POR.bigWig	c85f65ed7bab9539e2467a8ada0be086	NA	1	2
ENCFF000QEV	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QEV/@@download/ENCFF000QEV.bigWig	fa20b05ea082dcb063463b73b6a5af2f	NA	1	1
ENCFF000QEW	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QEW/@@download/ENCFF000QEW.bigWig	1e2967cfc1b93b23fea86ed0a36e699c	NA	1	2
